gene	start	end	num_knockouts	pre_ave	post_0_ave	post_2_ave	post_0_fitness	post_2_fitness	overall_fitness	RAST_desc
CP002976.1_3430589_3429288	3429288	3430589	42	413.694719040813	357.283250651862	269.291374067901	0.863639863424542	0.650942256870662	-0.407900264109564	Proteins incorrectly called adenylate cyclase
CP002976.1_735736_734972	734972	735736	32	282.829503513094	274.989162538755	216.211947540378	0.972278914056164	0.764460372255216	-0.346928516031282	Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center
CP002976.1_3279644_3281056	3279644	3281056	110	904.064323463751	920.715115004655	755.165642566463	1.01841770669272	0.835300788856692	-0.285961702314506	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)
CP002976.1_3759604_3760296	3759604	3760296	24	211.702586039993	166.964673761076	143.087134275328	0.7886756457927	0.675887512532782	-0.222648933319795	Flagellar basal-body rod modification protein FlgD
CP002976.1_68980_69873	68980	69873	84	770.957204551895	632.220859304119	496.416944879961	0.820046632382903	0.643896888113906	-0.348876274076264	Permease of the drug/metabolite transporter (DMT) superfamily
CP002976.1_108233_106635	106635	108233	380	3600.26621224128	3773.73441115489	2680.91050809308	1.04818204785074	0.744642298666055	-0.493269830862748	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)
CP002976.1_2022842_2021784	2021784	2022842	586	3951.90433016208	4381.43451994077	3232.9845008002	1.1086894200602	0.818082683865883	-0.438536707050791	Microsomal dipeptidase (EC 3.4.13.19)
CP002976.1_1609379_1610230	1609379	1610230	37	211.270488450763	301.421508353193	205.526755362767	1.42670900495144	0.972813367687487	-0.552456150731699	FIG115103: hypothetical protein
CP002976.1_2061859_2062704	2061859	2062704	7	39.5162813002353	21	45.4423778483944	0.53142652367633	1.1499659470266	1.11364900035638	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
CP002976.1_3538137_3539102	3538137	3539102	119	1013.74008077795	1080.44947196321	789.63847449033	1.06580522211775	0.778935833221031	-0.452367414292013	Glycine betaine/L-proline transport substrate-binding protein ProX (TC 3.A.1.12.1)
CP002976.1_521466_522452	521466	522452	72	683.337221277489	773.121216523994	632.149318415779	1.1313904649869	0.925091300067022	-0.290429255833867	Bacterial sugar transferase
CP002976.1_97681_98442	97681	98442	5	44.7430156396433	31.0930746514524	29.2508098986279	0.694925771250503	0.653751417522046	-0.0881167145264157	Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
CP002976.1_3279345_3278980	3278980	3279345	24	141.744171929404	174.740203546025	142.143619463234	1.23278580817456	1.00281808788603	-0.297862235270772	Homoprotocatechuate degradative operon repressor
CP002976.1_1619338_1620213	1619338	1620213	13	118.568914342953	198.344850054881	120.800023767456	1.67282336313868	1.01881698450953	-0.715390200452851	Translation elongation factor Ts
CP002976.1_2088267_2089088	2088267	2089088	25	168.343200352805	203.8397568931	194.267054347806	1.21085827325311	1.15399406652999	-0.0693942063561644	Arginyl-tRNA--protein transferase (EC 2.3.2.8)
CP002976.1_371531_372934	371531	372934	102	799.184491070385	749.462831826094	562.544861025979	0.937784504329287	0.703898620795977	-0.41388878134376	Acyltransferase family protein associated with ethylmalonyl-CoA pathway
CP002976.1_2487607_2488104	2487607	2488104	145	832.201977052108	870.324628054265	678.358806598123	1.04580937326921	0.815137220655327	-0.359505056799144	Acetyltransferase, GNAT family
CP002976.1_1426442_1427434	1426442	1427434	54	383.704150151258	560.488703122126	357.231236572118	1.46073140699984	0.931006965734658	-0.649827058887299	Alkanesulfonate monooxygenase (EC 1.14.14.5)
CP002976.1_249999_250916	249999	250916	522	5014.31834616779	4504.01938182062	3681.83230278349	0.898231638057611	0.734263771983554	-0.290789118237149	MBL-fold metallo-hydrolase superfamily
CP002976.1_2746479_2747195	2746479	2747195	25	208.198796897981	212.275686002455	274.053510725534	1.01958171308008	1.31630688941888	0.368518481434386	ABC-type antimicrobial peptide transport system, ATPase component
CP002976.1_732660_731116	731116	732660	37	367.075756115667	393.504058581989	198.929593007406	1.07199686175405	0.54193062247544	-0.984120606497199	Sodium:alanine symporter family protein
CP002976.1_2594979_2594098	2594098	2594979	18	164.949671119727	162.454241786958	118.433486732061	0.984871571335486	0.717997713654713	-0.455956357301734	putative membrane protein
CP002976.1_752766_753887	752766	753887	59	467.152081244569	499.255802100934	382.842241030662	1.06872220449245	0.819523783369878	-0.383029175185078	Inositol transport system permease protein
CP002976.1_1376868_1377497	1376868	1377497	40	307.837830265374	339.319994309112	217.762619491189	1.10226866534434	0.707393952534894	-0.639890116441257	Glutathione S-transferase
CP002976.1_3740587_3743043	3740587	3743043	76	736.984445456662	557.974770651588	673.468860809969	0.757105219915255	0.913816926478908	0.271411350586375	hypothetical protein
CP002976.1_862272_863183	862272	863183	37	288.508550241557	300.043462432431	172.652751996345	1.03998117969542	0.598432011293218	-0.797298165507746	hypothetical protein
CP002976.1_1554364_1553693	1553693	1554364	13	102.476131998664	82.048453306207	58.6134865060444	0.800659155512197	0.571972081331177	-0.485243482060472	2-hydroxychromene-2-carboxylate isomerase/DsbA-like thioredoxin domain
CP002976.1_982874_982431	982431	982874	11	99.7143381470361	119.33555494856	54.9058358223725	1.19677427706125	0.550631301803456	-1.11999254158538	Transcriptional regulator, MarR family
CP002976.1_2275523_2275389	2275389	2275523	2	39.4949102106492	23.0930746514524	37.9789198744163	0.584710144377685	0.961615551772436	0.717738606844766	hypothetical protein
CP002976.1_3213305_3214678	3213305	3214678	813	7176.30872291957	6439.73773760904	5612.21715694036	0.897360744395222	0.782047898666365	-0.198431101751868	hypothetical protein
CP002976.1_557828_556596	556596	557828	38	252.303051051234	222.990107685497	191.685675011167	0.883818514109907	0.759743785152413	-0.21823718451271	FIG137887: membrane protein related to purine degradation
CP002976.1_3407557_3408573	3407557	3408573	158	1027.61931747772	845.594610831802	742.034291813984	0.822867570169182	0.722090641148418	-0.188480322114947	Ferric iron ABC transporter, iron-binding protein
CP002976.1_1927817_1927092	1927092	1927817	206	2066.0533772453	2383.5077164053	1640.39644373575	1.15365253514566	0.793975829377124	-0.539041774899064	hypothetical protein
CP002976.1_2851779_2853107	2851779	2853107	34	253.816875414369	281.113009926966	227.389673386962	1.10754263075705	0.895880831468501	-0.305983485720372	putative histidinol dehydrogenase (but probably not)
CP002976.1_2661406_2662881	2661406	2662881	299	2408.33384056852	2696.61849668671	1802.90675963739	1.11970294618712	0.748611645639539	-0.580826643857722	Trimethylamine methyltransferase family protein
CP002976.1_687912_687427	687427	687912	25	177.000875991682	261.008803805209	125.417162581378	1.47461871215527	0.708568033229801	-1.05736368384533	Integral membrane protein
CP002976.1_2663877_2662903	2662903	2663877	530	5518.75886159794	6023.25404248411	4101.26388420895	1.09141460852669	0.743149680401409	-0.554474535902681	Transcriptional regulator, LysR family
CP002976.1_883514_885073	883514	885073	27	277.248973003599	177.758829262215	164.628915109806	0.641152345260113	0.593794499313328	-0.110703469903964	Trimethylamine methyltransferase family protein
CP002976.1_3454944_3455990	3454944	3455990	53	430.975803308858	413.33805832067	296.873590653056	0.959074860229337	0.688840506529092	-0.47747344729229	hemolysin A
CP002976.1_105662_106561	105662	106561	926	8605.69789896641	8440.97002234297	6601.61672624654	0.980858278020284	0.767121598242419	-0.35458941895323	Cobalt-zinc-cadmium resistance protein
CP002976.1_2563971_2563090	2563090	2563971	29	260.541529080608	293.005703224918	202.374727616756	1.12460268525662	0.776746526094671	-0.533899607579017	Transcriptional regulator, LysR family
CP002976.1_3216828_3215953	3215953	3216828	137	1282.21162677462	1125.1816281452	930.039854052986	0.877531918015417	0.725340368650753	-0.274793456772211	Transcriptional regulator, LysR family
CP002976.1_3526618_3524534	3524534	3526618	91	776.867703204791	791.936082771352	596.688696904262	1.01939632643293	0.768069897155923	-0.408405546837124	TTP-dependent protein, related to E1 component of pyruvate/2-oxoglutarate/acetoin dehydrogenase
CP002976.1_2864216_2863239	2863239	2864216	246	1987.35537284983	1955.39838779279	1518.76133725853	0.98391984368089	0.764212258163294	-0.364567390225532	methyl-accepting chemotaxis sensory transducer
CP002976.1_3191310_3190597	3190597	3191310	1	17.3408877732828	11.7618594389859	3	0.678273199893925	0.173001523291219	-1.97108174884265	Predicted regulator PutR for proline utilization, GntR family
CP002976.1_2465858_2465625	2465625	2465858	12	61.5891291427781	80.6178090796875	61.5002414167781	1.30896166582899	0.998556762739833	-0.390506502427811	hypothetical protein
CP002976.1_2361307_2362230	2361307	2362230	46	343.798233142886	339.25560736439	279.350890730217	0.986786942629204	0.812543125008197	-0.280294240897785	Transcriptional regulator, LysR family
CP002976.1_1001890_1002081	1001890	1002081	153	1289.47919853518	1376.02298257571	1007.25883149566	1.06711530061038	0.781136161513798	-0.450070111507721	hypothetical protein
CP002976.1_425622_427991	425622	427991	103	770.547302112336	772.987058479198	616.490237052107	1.00316626423864	0.800067997593521	-0.326366212629486	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel
CP002976.1_2958946_2956316	2956316	2958946	75	656.593457169589	650.220297599485	510.994130776762	0.990293598724579	0.778250415378079	-0.347621871996472	hypothetical protein
CP002976.1_2030371_2029226	2029226	2030371	539	3704.13434985614	4286.99442077136	2883.30778349872	1.15735392290451	0.778402593202564	-0.572241691646041	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
CP002976.1_211379_212218	211379	212218	108	931.543596459494	909.149342526091	755.757291399913	0.975960058103005	0.811295675556474	-0.266594307184833	Inner membrane protein YfdC
CP002976.1_2171641_2169812	2169812	2171641	105	798.339065686834	837.985097782192	644.162965507013	1.04966064395364	0.806878922995984	-0.379498869076707	Polyhydroxyalkanoic acid synthase
CP002976.1_228993_230927	228993	230927	246	2088.56563749717	1758.7968253902	1470.10268043	0.842107518104075	0.703881484036909	-0.258671908912546	Uncharacterized protein YeaG
CP002976.1_1469097_1467010	1467010	1469097	43	297.692958640373	247.460034444925	232.241023235373	0.831259279947793	0.780136098267379	-0.0915727108380593	Oligopeptide/dipeptide ABC transporter, ATP-binding protein
CP002976.1_2814034_2815404	2814034	2815404	37	268.045182282119	225.728056525457	207.588754072584	0.842126892949999	0.774454337530662	-0.120857458107916	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel
CP002976.1_3367405_3368862	3367405	3368862	55	558.215021389413	416.505457574361	327.554647689234	0.746138032146945	0.586789382474769	-0.34659978046564	Aldehyde dehydrogenase (EC 1.2.1.3)
CP002976.1_1332363_1333280	1332363	1333280	79	583.901238580396	728.535881768984	477.004458571978	1.24770394996974	0.816926608567727	-0.610997278298315	Pyrimidine ABC transporter, transmembrane component 1
CP002976.1_3235005_3234430	3234430	3235005	479	4337.50403289105	3816.22905099649	3011.4838335619	0.879821441561377	0.694289575462291	-0.341673250674756	hypothetical protein
CP002976.1_2522249_2521191	2521191	2522249	11	88.0939386340496	75.0293198148845	44.1915679497665	0.851696733944015	0.501641414097085	-0.763683359518043	putative periplasmic protein kinase ArgK and related GTPases of G3E family
CP002976.1_3232122_3230872	3230872	3232122	1522	13669.4568387866	11841.7914479407	9631.3908362638	0.866295682966714	0.704592066082321	-0.298071298140682	hypothetical protein
CP002976.1_2910969_2912222	2910969	2912222	34	253.672888198126	286.295273339407	199.588754072584	1.12860020388068	0.786795764775221	-0.520473418416466	N-acetyl-D-glucosamine ABC transporter, substrate-binding protein
CP002976.1_1354973_1355863	1354973	1355863	10	55.4435693981937	54.386022881274	58.268512429789	0.98092571368693	1.05095168046102	0.0994805509171521	Oxidoreductase YdhF
CP002976.1_2633115_2632189	2632189	2633115	44	440.047214563561	495.977309527247	289.364458119945	1.12710021359675	0.657575933998211	-0.777386389956178	hypothetical protein
CP002976.1_31924_32904	31924	32904	153	1531.57304474325	1360.70086392453	1059.53390281598	0.888433541315447	0.691794561449465	-0.36092018844753	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family
CP002976.1_37298_33915	33915	37298	570	5283.83872410821	4592.26461475946	4086.77305125332	0.869115212356245	0.773447727048684	-0.168243646045855	Error-prone repair homolog of DNA polymerase III alpha subunit (EC 2.7.7.7)
CP002976.1_711373_711768	711373	711768	244	2114.40615306613	2346.55607902548	1695.27279243613	1.1097943862974	0.801772540236789	-0.469027497652245	hypothetical protein
CP002976.1_1965009_1966304	1965009	1966304	312	2123.64464387005	2275.59106113433	1655.0902167073	1.0715498318906	0.779363073518327	-0.459331460520067	Pentapeptide repeat family protein
CP002976.1_1728172_1729944	1728172	1729944	52	345.128949754543	359.782426822654	254.940345337773	1.04245797716631	0.738681427678227	-0.496965017720075	hypothetical protein
CP002976.1_1122478_1121510	1121510	1122478	455	3341.20775423524	3953.91103325483	2822.28958855269	1.18337778554564	0.844691439787069	-0.486414382322887	hypothetical protein
CP002976.1_3222291_3223145	3222291	3223145	109	1058.96394600129	876.940984212079	689.983240446484	0.828112219989607	0.651564430547332	-0.345918436865393	3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)
CP002976.1_3807161_3806106	3806106	3807161	23	262.784916924577	214.496902435197	197.862838322689	0.816245106246949	0.752945947729102	-0.116456136254892	Glutamine ABC transporter, periplasmic glutamine-binding protein
CP002976.1_3793682_3792441	3792441	3793682	146	1433.96856274325	1227.86430688424	1224.63314639905	0.856270031844542	0.854016732456303	-0.00380149785619047	FIG00919257: hypothetical protein
CP002976.1_2252086_2250992	2250992	2252086	32	239.444581330377	236.683435180211	165.320241642795	0.988468537751725	0.690432168998187	-0.517695361801883	hypothetical protein
CP002976.1_2640224_2638149	2638149	2640224	106	928.635494395025	800.994552725084	650.227779276191	0.86255000757526	0.700196991393046	-0.300847238712916	2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)
CP002976.1_3242264_3245680	3242264	3245680	216	1942.38977580004	1995.09364048096	1626.22843795907	1.02713351631971	0.83723074442628	-0.294926532994247	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
CP002976.1_1932248_1931301	1931301	1932248	45	336.210124349367	292.221510441802	263.333188199056	0.869163327568758	0.783239911970699	-0.150173021475855	Lj965 prophage replication protein
CP002976.1_2361071_2359467	2359467	2361071	62	430.847449247917	493.41621488387	340.902378526445	1.1452225509172	0.791236849890884	-0.533446461553668	acyl-CoA synthase
CP002976.1_595803_597095	595803	597095	68	665.604376799471	558.116528849339	423.972913937635	0.838510905732047	0.636974347999768	-0.396594273745931	Membrane protein
CP002976.1_576069_576533	576069	576533	23	239.835237387773	187.259145316292	122.532889718145	0.780782454471133	0.510904448623744	-0.611867135575685	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)
CP002976.1_3574207_3573761	3573761	3574207	20	193.125200587181	147.891748151209	126.724457667912	0.765781719327962	0.656177740049544	-0.222846567522815	Organic hydroperoxide resistance transcriptional regulator
CP002976.1_773784_772837	772837	773784	25	135.052633042718	208.758445820106	132.837702757178	1.54575620716758	0.983599503129723	-0.652169887661087	Lysophospholipase L2 (EC 3.1.1.5)
CP002976.1_2110142_2111506	2110142	2111506	31	258.99069641298	287.331125779417	184.992970097701	1.10942643793368	0.714284229742042	-0.635243836415331	Putative Zn-dependent protease, contains TPR repeats
CP002976.1_3649554_3648913	3648913	3649554	26	230.29157924227	248.365506871598	131.000482833556	1.07848279858429	0.568846169992789	-0.922892696076895	ErfK/YbiS/YcfS/YnhG family protein/Tat domain protein
CP002976.1_769548_768952	768952	769548	17	165.187877268099	135.52277373123	108.363159440973	0.820415977083334	0.655999466989334	-0.322660945036974	Vng0814c
CP002976.1_806256_805111	805111	806256	55	424.418216417291	320.484069376974	257.759862730234	0.755113840499889	0.607325163623049	-0.314225014285683	TRAP-type C4-dicarboxylate transport system, periplasmic component
CP002976.1_2747192_2749717	2747192	2749717	44	305.425803118392	355.386262960832	298.306261539701	1.16357642128577	0.97668978355463	-0.252593656158375	ABC transporter, fused permease protein
CP002976.1_1845400_1845062	1845062	1845400	13	80.7530508607669	84.8098049700613	46.6550259237446	1.05023654296714	0.57774939059809	-0.862198562135754	hypothetical protein
CP002976.1_1470635_1469193	1469193	1470635	48	329.766690891675	375.230119510467	254.840942351689	1.13786543600223	0.772791641455996	-0.558178559450952	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)
CP002976.1_3365335_3366942	3365335	3366942	48	406.399166324304	287.526097917059	310.140724702368	0.707496771013589	0.763143112490732	0.109230067970768	ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)
CP002976.1_2968863_2968225	2968225	2968863	24	191.548563602627	173.554178576142	120.172969871684	0.906058366149828	0.62737599077478	-0.530273668945165	Lysine exporter protein LysE/YggA
CP002976.1_2227083_2226559	2226559	2227083	20	132.393520816	144.259528758402	93.3967032892612	1.08962680249959	0.705447688932325	-0.627223084400242	Acetyltransferase, GNAT family
CP002976.1_1681154_1680189	1680189	1681154	13	81.9383436683416	104.329254515461	56.8452154930335	1.27326535837422	0.693755974896484	-0.876032922840905	TRAP transporter solute receptor, TAXI family precursor
CP002976.1_2666150_2667202	2666150	2667202	51	468.902539227735	424.780466125648	303.587858525662	0.905903531307904	0.647443409083816	-0.484603330365677	Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)
